Timestep,SolFlat,SolN,SolS,SolE,SolW,T_ext_C
707,0.27,0.043,0.529,0.387,0.111,8.1
708,0.358,0.057,0.674,0.398,0.262,11.2
709,0.39,0.062,0.73,0.33,0.388,13.4
710,0.369,0.059,0.703,0.207,0.471,14.1
711,0.3,0.062,0.592,0.062,0.493,13.4
712,0.192,0.064,0.403,0.064,0.424,12.4
713,0.079,0.048,0.189,0.048,0.27,12
714,0.021,0.02,0.02,0.02,0.02,11.2
715,0.002,0.002,0.002,0.002,0.002,10.9
716,0,0,0,0,0,10.5
717,0,0,0,0,0,10.1
718,0,0,0,0,0,9.7
719,0,0,0,0,0,9.3
720,0,0,0,0,0,9
721,0,0,0,0,0,8.2
722,0,0,0,0,0,7.7
723,0,0,0,0,0,7.3
724,0,0,0,0,0,7.1
725,0,0,0,0,0,6.9
726,0,0,0,0,0,6.9
727,0,0,0,0,0,6.9
728,0,0,0,0,0,7.1
729,0,0,0,0,0,8.2
730,0.138,0.029,0.287,0.263,0.029,10
731,0.263,0.049,0.505,0.374,0.114,11.8
732,0.351,0.06,0.653,0.39,0.259,13.4
733,0.389,0.067,0.717,0.33,0.386,13.3
734,0.365,0.07,0.679,0.213,0.462,13.3
735,0.296,0.076,0.562,0.079,0.472,13.3
736,0.199,0.069,0.401,0.069,0.422,13.3
737,0.085,0.053,0.189,0.053,0.268,13.3
738,0.024,0.023,0.023,0.023,0.023,13.3
739,0.002,0.002,0.002,0.002,0.002,13.8
740,0,0,0,0,0,12.8
741,0,0,0,0,0,11.8
742,0,0,0,0,0,10.8
743,0,0,0,0,0,9.1
744,0,0,0,0,0,7.5
745,0,0,0,0,0,5.8
746,0,0,0,0,0,4
747,0,0,0,0,0,2.3
748,0,0,0,0,0,1.1
749,0,0,0,0,0,-0.1
750,0,0,0,0,0,-1
751,0,0,0,0,0,-1.9
752,0,0,0,0,0,-2.1
753,0,0,0,0,0,-1.7
754,0.044,0.024,0.068,0.064,0.024,-0.9
755,0.07,0.046,0.092,0.079,0.053,0
756,0.144,0.078,0.202,0.147,0.12,0.8
757,0.241,0.081,0.403,0.213,0.24,1.3
758,0.259,0.082,0.444,0.169,0.316,1.6
759,0.236,0.079,0.419,0.083,0.357,1.5
760,0.167,0.065,0.324,0.065,0.341,1.2
761,0.079,0.052,0.155,0.052,0.215,0.3
762,0.025,0.024,0.024,0.024,0.024,-0.6
763,0.002,0.002,0.002,0.002,0.002,-1.2
764,0,0,0,0,0,-1.9
765,0,0,0,0,0,-2.6
766,0,0,0,0,0,-3.2
767,0,0,0,0,0,-3.8
768,0,0,0,0,0,-4.5
769,0,0,0,0,0,-4.1
770,0,0,0,0,0,-3.7
771,0,0,0,0,0,-3.3
772,0,0,0,0,0,-3
773,0,0,0,0,0,-2.8
774,0,0,0,0,0,-2.6
775,0,0,0,0,0,-2.5
776,0,0,0,0,0,-2.4
777,0,0,0,0,0,-1.2
778,0.056,0.039,0.073,0.07,0.039,0.4
779,0.115,0.082,0.138,0.122,0.09,2.4
780,0.171,0.115,0.208,0.167,0.146,4.1
781,0.219,0.14,0.275,0.196,0.207,5.3
782,0.243,0.134,0.34,0.184,0.267,6
783,0.239,0.112,0.376,0.116,0.329,6.4
784,0.176,0.091,0.295,0.091,0.308,6.1
785,0.089,0.054,0.197,0.054,0.28,5.5
786,0.026,0.025,0.025,0.025,0.025,4.4
787,0.002,0.002,0.002,0.002,0.002,4.3
788,0,0,0,0,0,4.1
789,0,0,0,0,0,3.9
790,0,0,0,0,0,3.7
791,0,0,0,0,0,3.5
792,0,0,0,0,0,3.3
793,0,0,0,0,0,2.8
794,0,0,0,0,0,2.3
795,0,0,0,0,0,1.7
796,0,0,0,0,0,1.4
797,0,0,0,0,0,1.2
798,0,0,0,0,0,1
799,0,0,0,0,0,0.8
800,0,0,0,0,0,0.8
801,0,0,0,0,0,1.4
802,0.015,0.014,0.013,0.013,0.014,2.3
803,0.03,0.028,0.026,0.027,0.028,3.3
804,0.051,0.046,0.047,0.046,0.046,4.3
805,0.067,0.06,0.063,0.061,0.062,5.1
806,0.066,0.06,0.061,0.06,0.061,5.6
807,0.072,0.063,0.069,0.063,0.068,5.9
808,0.07,0.06,0.071,0.06,0.072,5.5
809,0.045,0.035,0.062,0.035,0.078,5
810,0.015,0.014,0.014,0.014,0.014,4.3
811,0.001,0.001,0.001,0.001,0.001,3.7
812,0,0,0,0,0,3.3
813,0,0,0,0,0,2.7
814,0,0,0,0,0,2.3
815,0,0,0,0,0,1.7
816,0,0,0,0,0,1.2
817,0,0,0,0,0,0.8
818,0,0,0,0,0,0.4
819,0,0,0,0,0,-0.1
820,0,0,0,0,0,-0.4
821,0,0,0,0,0,-0.6
822,0,0,0,0,0,-0.7
823,0,0,0,0,0,-0.9
824,0,0,0,0,0,-0.9
825,0,0,0,0,0,-0.3
826,0.039,0.027,0.051,0.049,0.027,1.2
827,0.074,0.05,0.095,0.083,0.057,2.2
828,0.12,0.069,0.162,0.122,0.102,3.4
829,0.161,0.097,0.212,0.145,0.155,4.7
830,0.174,0.116,0.214,0.141,0.18,5.3
831,0.159,0.091,0.224,0.094,0.201,5.5
832,0.123,0.06,0.209,0.06,0.22,5.5
833,0.056,0.036,0.111,0.036,0.155,5.1
834,0.016,0.015,0.015,0.015,0.015,4.1
835,0.001,0.001,0.001,0.001,0.001,3.6
836,0,0,0,0,0,3.2
837,0,0,0,0,0,2.7
838,0,0,0,0,0,2.3
839,0,0,0,0,0,1.8
840,0,0,0,0,0,1.4
841,0,0,0,0,0,1
842,0,0,0,0,0,0.5
843,0,0,0,0,0,0.2
844,0,0,0,0,0,0
845,0,0,0,0,0,-0.2
846,0,0,0,0,0,-0.3
847,0,0,0,0,0,-0.5
848,0,0,0,0,0,-0.5
849,0,0,0,0,0,-0.4
850,0.06,0.029,0.095,0.09,0.029,-0.3
851,0.167,0.068,0.263,0.21,0.1,-0.1
852,0.243,0.095,0.377,0.257,0.194,-0.4
853,0.254,0.105,0.388,0.225,0.248,0
854,0.224,0.117,0.314,0.168,0.246,1.4
855,0.179,0.111,0.239,0.115,0.217,2.2
856,0.151,0.089,0.224,0.089,0.235,2.5
857,0.086,0.052,0.176,0.052,0.249,2.4
858,0.027,0.026,0.026,0.026,0.026,2
859,0.003,0.003,0.003,0.003,0.003,1.7
860,0,0,0,0,0,1.4
861,0,0,0,0,0,1.2
862,0,0,0,0,0,0.9
863,0,0,0,0,0,0.6
864,0,0,0,0,0,0.4
865,0,0,0,0,0,0.2
866,0,0,0,0,0,0
867,0,0,0,0,0,-0.3
868,0,0,0,0,0,-0.4
869,0,0,0,0,0,-0.5
870,0,0,0,0,0,-0.6
871,0,0,0,0,0,-0.6
872,0,0,0,0,0,-0.6
873,0,0,0,0,0,0.6
874,0.18,0.032,0.36,0.337,0.032,2.3
875,0.313,0.051,0.582,0.44,0.14,4.1
876,0.402,0.059,0.727,0.444,0.296,5.8
877,0.435,0.064,0.781,0.37,0.429,7
878,0.412,0.067,0.748,0.243,0.515,7.7
879,0.34,0.061,0.641,0.083,0.543,7.9
880,0.23,0.059,0.465,0.059,0.497,7.6
881,0.103,0.055,0.225,0.055,0.324,6.7
882,0.025,0.024,0.024,0.024,0.024,5.5
883,0.004,0.004,0.004,0.004,0.004,5.3
884,0,0,0,0,0,5
885,0,0,0,0,0,4.6
886,0,0,0,0,0,4.3
887,0,0,0,0,0,4.1
888,0,0,0,0,0,3.8
889,0,0,0,0,0,3.4
890,0,0,0,0,0,3.2
891,0,0,0,0,0,2.8
892,0,0,0,0,0,2.6
893,0,0,0,0,0,2.5
894,0,0,0,0,0,2.4
895,0,0,0,0,0,2.3
896,0,0,0,0,0,2.3
897,0,0,0,0,0,2.4
898,0.183,0.033,0.361,0.339,0.033,2.5
899,0.318,0.051,0.585,0.444,0.143,2.9
900,0.407,0.059,0.73,0.448,0.299,3.2
901,0.439,0.064,0.785,0.374,0.433,2.8
902,0.418,0.067,0.753,0.248,0.522,4.6
903,0.346,0.062,0.646,0.087,0.55,5.4
904,0.236,0.06,0.47,0.06,0.504,5.8
905,0.107,0.055,0.232,0.055,0.336,5.6
906,0.026,0.025,0.025,0.025,0.025,5.1
907,0.004,0.004,0.004,0.004,0.004,4.9
908,0,0,0,0,0,4.8
909,0,0,0,0,0,4.6
910,0,0,0,0,0,4.4
911,0,0,0,0,0,4.3
912,0,0,0,0,0,4.2
913,0,0,0,0,0,4
914,0,0,0,0,0,3.9
915,0,0,0,0,0,3.7
916,0,0,0,0,0,3.8
917,0,0,0,0,0,3.7
918,0,0,0,0,0,3.7
919,0,0,0,0,0,3.7
920,0,0,0,0,0,3.7
921,0,0,0,0,0,3.9
922,0.063,0.028,0.101,0.096,0.028,4.2
923,0.119,0.071,0.158,0.135,0.087,4.5
924,0.155,0.106,0.183,0.151,0.134,4.7
925,0.183,0.106,0.241,0.165,0.176,5
926,0.208,0.116,0.281,0.16,0.226,6.3
927,0.183,0.112,0.244,0.118,0.223,7
928,0.145,0.087,0.207,0.087,0.217,7.3
929,0.086,0.052,0.16,0.052,0.223,7.3
930,0.03,0.029,0.029,0.029,0.029,6.9
931,0.004,0.004,0.004,0.004,0.004,6.4
932,0,0,0,0,0,5.9
933,0,0,0,0,0,5.5
934,0,0,0,0,0,5.1
935,0,0,0,0,0,4.1
936,0,0,0,0,0,4
937,0,0,0,0,0,3.6
938,0,0,0,0,0,3
939,0,0,0,0,0,2.4
940,0,0,0,0,0,2
941,0,0,0,0,0,1.6
942,0,0,0,0,0,1.4
943,0,0,0,0,0,1.2
944,0,0,0,0,0,1.1
945,0,0,0,0,0,1.6
946,0.099,0.037,0.17,0.162,0.037,2.7
947,0.233,0.067,0.393,0.309,0.126,3.8
948,0.339,0.087,0.564,0.367,0.261,5.3
949,0.36,0.108,0.582,0.315,0.353,6.6
950,0.293,0.125,0.438,0.211,0.335,7.7
951,0.253,0.122,0.376,0.136,0.336,8.1
952,0.197,0.102,0.307,0.102,0.325,8.3
953,0.101,0.057,0.189,0.057,0.267,7.7
954,0.034,0.032,0.032,0.032,0.032,6.5
955,0.005,0.005,0.005,0.005,0.005,6.3
956,0,0,0,0,0,6.3
957,0,0,0,0,0,6.1
958,0,0,0,0,0,5.9
959,0,0,0,0,0,5.7
960,0,0,0,0,0,5.5
961,0,0,0,0,0,5.6
962,0,0,0,0,0,5.7
963,0,0,0,0,0,5.8
964,0,0,0,0,0,5.9
965,0,0,0,0,0,5.6
966,0,0,0,0,0,5.4
967,0,0,0,0,0,6
968,0,0,0,0,0,6.1
969,0.053,0.011,0.119,0.148,0.011,6.4
970,0.205,0.036,0.393,0.373,0.036,6.7
971,0.344,0.052,0.621,0.477,0.158,7.1
972,0.436,0.061,0.769,0.479,0.322,7.3
973,0.469,0.066,0.823,0.4,0.461,7.7
974,0.445,0.068,0.787,0.267,0.551,8.1
975,0.37,0.063,0.677,0.1,0.581,8.2
976,0.257,0.062,0.498,0.062,0.538,7.8
977,0.123,0.058,0.259,0.058,0.379,6.8
978,0.029,0.028,0.028,0.028,0.028,7.8
979,0.005,0.005,0.005,0.005,0.005,7.5
980,0,0,0,0,0,7.4
981,0,0,0,0,0,7.2
982,0,0,0,0,0,6.9
983,0,0,0,0,0,6.7
984,0,0,0,0,0,6.4
985,0,0,0,0,0,6.1
986,0,0,0,0,0,5.3
987,0,0,0,0,0,4.7
988,0,0,0,0,0,4.3
989,0,0,0,0,0,4
990,0,0,0,0,0,3.8
991,0,0,0,0,0,3.5
992,0,0,0,0,0,3.5
993,0.054,0.012,0.12,0.149,0.012,4.8
994,0.207,0.034,0.393,0.374,0.034,6.7
995,0.346,0.054,0.619,0.477,0.161,8.7
996,0.437,0.062,0.764,0.479,0.324,10.3
997,0.47,0.067,0.819,0.401,0.462,11.6
998,0.447,0.07,0.784,0.27,0.552,12.3
999,0.364,0.067,0.655,0.105,0.566,12.5
1000,0.244,0.071,0.451,0.071,0.487,12.2
1001,0.122,0.057,0.251,0.057,0.368,11.3
1002,0.031,0.03,0.03,0.03,0.03,10.1
1003,0.005,0.005,0.005,0.005,0.005,9.1
1004,0,0,0,0,0,8
1005,0,0,0,0,0,6.9
1006,0,0,0,0,0,5.9
1007,0,0,0,0,0,4.8
1008,0,0,0,0,0,3.7
1009,0,0,0,0,0,2.7
1010,0,0,0,0,0,1.5
1011,0,0,0,0,0,0.4
1012,0,0,0,0,0,-0.3
1013,0,0,0,0,0,-0.9
1014,0,0,0,0,0,-1.4
1015,0,0,0,0,0,-1.8
1016,0,0,0,0,0,-1.9
1017,0.057,0.012,0.124,0.155,0.012,-0.6
1018,0.217,0.037,0.408,0.389,0.037,1.2
1019,0.359,0.054,0.64,0.495,0.168,3.1
1020,0.45,0.062,0.783,0.492,0.334,4.8
1021,0.484,0.068,0.838,0.413,0.475,6.1
1022,0.461,0.07,0.804,0.279,0.568,6.9
1023,0.385,0.064,0.693,0.109,0.6,7.1
1024,0.268,0.062,0.51,0.062,0.554,6.8
1025,0.132,0.059,0.273,0.059,0.402,5.8
1026,0.031,0.03,0.03,0.03,0.03,4.3
1027,0.006,0.006,0.006,0.006,0.006,3.9
1028,0,0,0,0,0,3.4
1029,0,0,0,0,0,3
1030,0,0,0,0,0,2.5
1031,0,0,0,0,0,2.1
1032,0,0,0,0,0,1.6
1033,0,0,0,0,0,1.7
1034,0,0,0,0,0,1.7
1035,0,0,0,0,0,1.7
1036,0,0,0,0,0,1.7
1037,0,0,0,0,0,1.7
1038,0,0,0,0,0,1.8
1039,0,0,0,0,0,1.8
1040,0,0,0,0,0,1.8
1041,0.057,0.013,0.12,0.149,0.013,3.2
1042,0.208,0.037,0.385,0.369,0.037,4.7
1043,0.337,0.059,0.589,0.459,0.165,6.4
1044,0.421,0.074,0.717,0.459,0.318,8
1045,0.452,0.085,0.76,0.39,0.444,9.3
1046,0.42,0.102,0.691,0.272,0.503,10.1
1047,0.36,0.101,0.599,0.139,0.526,10.4
1048,0.267,0.08,0.475,0.08,0.516,10.4
1049,0.136,0.069,0.254,0.069,0.365,9.7
1050,0.035,0.033,0.033,0.033,0.033,8.5
1051,0.006,0.006,0.006,0.006,0.006,8.4
1052,0,0,0,0,0,8.3
1053,0,0,0,0,0,8.2
1054,0,0,0,0,0,8
1055,0,0,0,0,0,7.9
1056,0,0,0,0,0,7.7
1057,0,0,0,0,0,7.5
1058,0,0,0,0,0,7.3
1059,0,0,0,0,0,7
1060,0,0,0,0,0,7
1061,0,0,0,0,0,6.9
1062,0,0,0,0,0,6.8
1063,0,0,0,0,0,6.7
1064,0,0,0,0,0,6.6
1065,0.063,0.013,0.133,0.166,0.013,6.8
1066,0.231,0.039,0.425,0.408,0.039,7.7
1067,0.374,0.055,0.657,0.512,0.178,8.4
1068,0.466,0.063,0.802,0.508,0.346,8.9
1069,0.5,0.067,0.856,0.427,0.49,8.9
1070,0.476,0.07,0.821,0.29,0.584,9.3
1071,0.399,0.064,0.709,0.116,0.617,9.3
1072,0.281,0.063,0.525,0.063,0.574,9.3
1073,0.141,0.059,0.287,0.059,0.426,9
1074,0.033,0.031,0.031,0.031,0.031,8.6
1075,0.007,0.007,0.007,0.007,0.007,8.3
1076,0,0,0,0,0,8.2
1077,0,0,0,0,0,7.9
1078,0,0,0,0,0,7.7
1079,0,0,0,0,0,6.7
1080,0,0,0,0,0,7.3
1081,0,0,0,0,0,6.9
1082,0,0,0,0,0,7
1083,0,0,0,0,0,6.8
1084,0,0,0,0,0,6.7
1085,0,0,0,0,0,6.7
1086,0,0,0,0,0,6.6
1087,0,0,0,0,0,6.6
1088,0,0,0,0,0,6.7
1089,0.066,0.014,0.136,0.171,0.014,6.9
1090,0.236,0.04,0.431,0.415,0.04,7.3
1091,0.379,0.055,0.661,0.517,0.181,7.6
1092,0.472,0.063,0.807,0.514,0.351,7.9
1093,0.506,0.067,0.861,0.432,0.495,8.2
1094,0.482,0.07,0.826,0.294,0.59,10.2
1095,0.404,0.064,0.713,0.12,0.623,11.3
1096,0.284,0.062,0.527,0.062,0.578,11.9
1097,0.144,0.058,0.291,0.058,0.433,11.9
1098,0.034,0.032,0.032,0.032,0.032,11.2
1099,0.007,0.007,0.007,0.007,0.007,10.8
1100,0,0,0,0,0,10.4
1101,0,0,0,0,0,10.1
1102,0,0,0,0,0,9.7
1103,0,0,0,0,0,9.3
1104,0,0,0,0,0,8.9
1105,0,0,0,0,0,8.4
1106,0,0,0,0,0,7.8
1107,0,0,0,0,0,7.3
1108,0,0,0,0,0,7
1109,0,0,0,0,0,6.7
1110,0,0,0,0,0,6.4
1111,0,0,0,0,0,6.3
1112,0,0,0,0,0,6.3
1113,0.04,0.02,0.064,0.076,0.02,7.9
1114,0.141,0.047,0.233,0.226,0.047,9.6
1115,0.237,0.069,0.382,0.308,0.135,11.7
1116,0.342,0.088,0.546,0.367,0.267,13
1117,0.402,0.121,0.626,0.353,0.394,14.1
1118,0.329,0.16,0.448,0.246,0.359,14.6
1119,0.239,0.149,0.297,0.162,0.277,14.7
1120,0.171,0.11,0.217,0.11,0.23,14.2
1121,0.104,0.068,0.151,0.068,0.202,13.3
1122,0.041,0.039,0.039,0.039,0.039,12.1
1123,0.007,0.007,0.007,0.007,0.007,11.7
1124,0,0,0,0,0,11.3
1125,0,0,0,0,0,11
1126,0,0,0,0,0,10.6
1127,0,0,0,0,0,10.3
1128,0,0,0,0,0,9.9
1129,0,0,0,0,0,9.6
1130,0,0,0,0,0,9.3
1131,0,0,0,0,0,9.3
1132,0,0,0,0,0,9.2
1133,0,0,0,0,0,9.2
1134,0,0,0,0,0,9.2
1135,0,0,0,0,0,9.2
1136,0,0,0,0,0,9.3
1137,0.021,0.018,0.022,0.022,0.018,9.5
1138,0.07,0.052,0.078,0.078,0.052,10
1139,0.136,0.095,0.156,0.142,0.109,10.3
1140,0.285,0.109,0.418,0.298,0.23,10.4
1141,0.398,0.111,0.626,0.348,0.39,10.6
1142,0.367,0.133,0.544,0.258,0.419,12.6
1143,0.295,0.151,0.402,0.175,0.369,13.8
1144,0.201,0.127,0.256,0.127,0.272,14.4
1145,0.116,0.079,0.156,0.079,0.204,14.5
1146,0.047,0.045,0.045,0.045,0.045,13.9
1147,0.006,0.006,0.006,0.006,0.006,13.2
1148,0,0,0,0,0,12.5
1149,0,0,0,0,0,11.8
1150,0,0,0,0,0,11.1
1151,0,0,0,0,0,10.3
1152,0,0,0,0,0,9.6
1153,0,0,0,0,0,8.3
1154,0,0,0,0,0,6.9
1155,0,0,0,0,0,5.4
1156,0,0,0,0,0,4.6
1157,0,0,0,0,0,3.8
1158,0,0,0,0,0,3.3
1159,0,0,0,0,0,2.7
1160,0,0,0,0,0,2.6
1161,0.046,0.026,0.068,0.081,0.026,4.5
1162,0.138,0.062,0.204,0.2,0.062,6.7
1163,0.264,0.079,0.417,0.34,0.154,8.8
1164,0.383,0.1,0.608,0.41,0.299,10.5
1165,0.412,0.116,0.646,0.359,0.403,11.9
1166,0.366,0.119,0.562,0.254,0.428,12.8
1167,0.278,0.124,0.401,0.153,0.365,13.1
1168,0.179,0.105,0.241,0.105,0.258,12.8
1169,0.1,0.064,0.144,0.064,0.193,11.7
1170,0.04,0.038,0.038,0.038,0.038,10
1171,0.007,0.007,0.007,0.007,0.007,9.3
1172,0,0,0,0,0,8.4
1173,0,0,0,0,0,7.6
1174,0,0,0,0,0,6.8
1175,0,0,0,0,0,6
1176,0,0,0,0,0,5.2
1177,0,0,0,0,0,4.9
1178,0,0,0,0,0,4.6
1179,0,0,0,0,0,4.3
1180,0,0,0,0,0,4.3
1181,0,0,0,0,0,4.1
1182,0,0,0,0,0,4.1
1183,0,0,0,0,0,4
1184,0,0,0,0,0,4.1
1185,0.017,0.016,0.014,0.014,0.016,4.6
1186,0.042,0.039,0.037,0.038,0.039,5.3
1187,0.063,0.057,0.059,0.058,0.057,5.4
1188,0.079,0.071,0.073,0.073,0.072,5.5
1189,0.087,0.078,0.08,0.079,0.079,5.9
1190,0.091,0.082,0.084,0.083,0.084,8
1191,0.076,0.069,0.07,0.069,0.07,9.2
1192,0.061,0.055,0.056,0.055,0.057,9.9
1193,0.054,0.047,0.054,0.047,0.059,9.9
1194,0.031,0.03,0.03,0.03,0.03,9.1
1195,0.007,0.007,0.007,0.007,0.007,8.6
1196,0,0,0,0,0,8.1
1197,0,0,0,0,0,7.5
1198,0,0,0,0,0,7
1199,0,0,0,0,0,6.4
1200,0,0,0,0,0,5.9
1201,0,0,0,0,0,5.3
1202,0,0,0,0,0,4.5
1203,0,0,0,0,0,3.8
1204,0,0,0,0,0,3.4
1205,0,0,0,0,0,3
1206,0,0,0,0,0,2.7
1207,0,0,0,0,0,2.4
1208,0,0,0,0,0,2.4
1209,0.018,0.016,0.018,0.018,0.016,2.8
1210,0.053,0.045,0.053,0.053,0.045,3.9
1211,0.083,0.069,0.084,0.081,0.072,4.6
1212,0.181,0.105,0.231,0.182,0.154,5.3
1213,0.286,0.152,0.377,0.255,0.274,5.8
1214,0.3,0.154,0.4,0.228,0.326,6
1215,0.276,0.125,0.392,0.155,0.359,6.1
1216,0.227,0.109,0.33,0.109,0.359,5.9
1217,0.141,0.077,0.221,0.077,0.312,5.4
1218,0.048,0.046,0.046,0.046,0.046,4.8
1219,0.009,0.009,0.009,0.009,0.009,4.5
1220,0,0,0,0,0,4.2
1221,0,0,0,0,0,3.8
1222,0,0,0,0,0,3.5
1223,0,0,0,0,0,3.2
1224,0,0,0,0,0,2.8
1225,0,0,0,0,0,2.8
1226,0,0,0,0,0,2.8
1227,0,0,0,0,0,2.7
1228,0,0,0,0,0,2.7
1229,0,0,0,0,0,2.7
1230,0,0,0,0,0,2.8
1231,0,0,0,0,0,2.8
1232,0,0,0,0,0,2.8
1233,0.025,0.013,0.037,0.044,0.013,3
1234,0.061,0.03,0.086,0.085,0.03,4.3
1235,0.079,0.04,0.109,0.093,0.055,5.7
1236,0.102,0.061,0.129,0.102,0.087,6.9
1237,0.133,0.081,0.167,0.121,0.128,7.6
1238,0.213,0.1,0.298,0.16,0.239,8.1
1239,0.253,0.104,0.365,0.135,0.335,8.3
1240,0.2,0.088,0.298,0.088,0.326,8.3
1241,0.111,0.061,0.175,0.061,0.247,7.7
1242,0.036,0.034,0.034,0.034,0.034,7
1243,0.008,0.008,0.008,0.008,0.008,6.7
1244,0,0,0,0,0,6.6
1245,0,0,0,0,0,6.4
1246,0,0,0,0,0,6.3
1247,0,0,0,0,0,6.1
1248,0,0,0,0,0,5.9
1249,0,0,0,0,0,5.5
1250,0,0,0,0,0,5.3
1251,0,0,0,0,0,5.1
1252,0,0,0,0,0,5
1253,0,0,0,0,0,4.8
1254,0,0,0,0,0,4.8
1255,0,0,0,0,0,4.7
1256,0,0,0,0,0,4.9
1257,0.015,0.013,0.016,0.017,0.013,6.3
1258,0.055,0.042,0.059,0.059,0.042,8.3
1259,0.11,0.07,0.135,0.121,0.085,9.8
1260,0.2,0.1,0.275,0.207,0.168,12.1
1261,0.241,0.13,0.317,0.215,0.231,13.8
1262,0.183,0.115,0.228,0.148,0.194,15.3
1263,0.145,0.107,0.161,0.113,0.155,15.4
1264,0.133,0.095,0.153,0.095,0.16,15.2
1265,0.104,0.062,0.149,0.062,0.205,14.2
1266,0.036,0.034,0.034,0.034,0.034,12.9
1267,0.008,0.008,0.008,0.008,0.008,12.2
1268,0,0,0,0,0,11.5
1269,0,0,0,0,0,10.8
1270,0,0,0,0,0,10.2
1271,0,0,0,0,0,9.5
1272,0,0,0,0,0,8.8
1273,0,0,0,0,0,8
1274,0,0,0,0,0,7.2
1275,0,0,0,0,0,6.3
1276,0,0,0,0,0,5.9
1277,0,0,0,0,0,5.4
1278,0,0,0,0,0,5.1
1279,0,0,0,0,0,4.8
1280,0,0,0,0,0,4.8
1281,0.086,0.018,0.158,0.2,0.018,5.3
1282,0.278,0.043,0.473,0.466,0.048,5.9
1283,0.421,0.081,0.692,0.557,0.216,6.4
1284,0.498,0.105,0.808,0.534,0.378,6.9
1285,0.479,0.109,0.771,0.411,0.469,7.3
1286,0.378,0.101,0.601,0.25,0.453,7.3
1287,0.277,0.085,0.431,0.124,0.393,7.3
1288,0.152,0.055,0.241,0.055,0.268,7.1
1289,0.076,0.041,0.117,0.041,0.165,6.6
1290,0.018,0.017,0.037,0.017,0.094,5.7
1291,0.01,0.01,0.01,0.01,0.01,5.4
1292,0,0,0,0,0,4.6
1293,0,0,0,0,0,4.1
1294,0,0,0,0,0,3.4
1295,0,0,0,0,0,2.7
1296,0,0,0,0,0,1.9
1297,0,0,0,0,0,1.2
1298,0,0,0,0,0,0.2
1299,0,0,0,0,0,-0.8
1300,0,0,0,0,0,-1.4
1301,0,0,0,0,0,-1.8
1302,0,0,0,0,0,-2.3
1303,0,0,0,0,0,-2.6
1304,0,0,0,0,0,-2.6
1305,0.091,0.019,0.163,0.207,0.019,-1.1
1306,0.282,0.046,0.476,0.47,0.052,0.4
1307,0.425,0.084,0.697,0.562,0.219,1.5
1308,0.516,0.108,0.835,0.553,0.391,1.4
1309,0.547,0.116,0.883,0.466,0.534,2.4
1310,0.523,0.108,0.849,0.327,0.63,4
1311,0.444,0.086,0.73,0.156,0.66,5
1312,0.323,0.067,0.545,0.067,0.615,5.1
1313,0.18,0.072,0.304,0.072,0.454,4.6
1314,0.015,0.013,0.069,0.013,0.229,3.4
1315,0.014,0.013,0.013,0.013,0.013,3.1
1316,0,0,0,0,0,2.7
1317,0,0,0,0,0,2.4
1318,0,0,0,0,0,2
1319,0,0,0,0,0,1.6
1320,0,0,0,0,0,1.3
1321,0,0,0,0,0,1.4
1322,0,0,0,0,0,1.4
1323,0,0,0,0,0,1.6
1324,0,0,0,0,0,1.7
1325,0,0,0,0,0,1.8
1326,0,0,0,0,0,1.9
1327,0,0,0,0,0,2
1328,0,0,0,0,0,2.4
1329,0.074,0.034,0.11,0.133,0.034,5.1
1330,0.232,0.066,0.367,0.363,0.069,7
1331,0.392,0.097,0.629,0.512,0.213,9.5
1332,0.502,0.114,0.806,0.537,0.383,11.3
1333,0.543,0.126,0.868,0.464,0.53,12.9
1334,0.518,0.119,0.831,0.328,0.622,12.8
1335,0.44,0.093,0.717,0.158,0.651,12.3
1336,0.321,0.073,0.531,0.073,0.599,11.2
1337,0.182,0.069,0.306,0.069,0.46,11.2
1338,0.077,0.057,0.068,0.057,0.15,10.1
1339,0.017,0.016,0.016,0.016,0.016,9.1
1340,0,0,0,0,0,8.2
1341,0,0,0,0,0,7.2
1342,0,0,0,0,0,6.2
1343,0,0,0,0,0,5.3
1344,0,0,0,0,0,4.3
1345,0,0,0,0,0,2.9
1346,0,0,0,0,0,1.4
1347,0,0,0,0,0,-0.1
1348,0,0,0,0,0,-0.9
1349,0,0,0,0,0,-1.7
1350,0,0,0,0,0,-2.4
1351,0,0,0,0,0,-2.9
1352,0,0,0,0,0,-2.8
1353,0.044,0.03,0.055,0.062,0.03,-1.5
1354,0.101,0.066,0.123,0.122,0.066,0.3
1355,0.184,0.109,0.233,0.206,0.136,2.2
1356,0.328,0.127,0.486,0.346,0.266,3.3
1357,0.428,0.141,0.649,0.372,0.418,3.9
1358,0.429,0.143,0.65,0.291,0.502,4.1
1359,0.374,0.133,0.561,0.177,0.517,4.3
1360,0.286,0.114,0.416,0.114,0.463,3.6
1361,0.165,0.088,0.236,0.088,0.334,2.2
1362,0.001,0.001,0.118,0.001,0.482,1
1363,0.016,0.015,0.015,0.015,0.015,0.3
1364,0,0,0,0,0,-0.5
1365,0,0,0,0,0,-1.3
1366,0,0,0,0,0,-2
1367,0,0,0,0,0,-2.8
1368,0,0,0,0,0,-3.6
1369,0,0,0,0,0,-3.8
1370,0,0,0,0,0,-4.1
1371,0,0,0,0,0,-4.4
1372,0,0,0,0,0,-4.6
